komentar,rating,tanggal,pengguna
aplikasinya bagus aman mudah dan terpercaya..,5,2024-11-23 16:24:44,Justin Pratama
"Aplikasi indodax ini rekomen bangat untuk Teman-teman yang masih pemula untuk berinvestasi crypto, allcoin, meme coin, mari memulai investasi dengan aplikasi indodax, aplikasi indodax ini sangat keren dan mudah di gunakan, terutama bagi pemula, sangat muda di gunakan dan di pahami, melakukan deposit sangat gampang, banyak metode deposit yang di sediakan aplikasi indodax ini, untuk melakukan deposit, seperti, BANK BCA, BANK mandiri dan BANK BRI, dan bisa juga menggunakan GO-PAY, DANA, OVO, DLL",5,2024-11-23 16:24:03,Frejen Frejen
Kalok ada uang yang kesisa mending pakek buat trending deh di indodax apalagi cara ny mudah banget dan dijamin dapat cuan yg banyak🤑 ak udh coba dan hasilnya wau😁,5,2024-11-23 16:23:43,Teuku Rifanda
"1. Keamanan terjamin 2. Akses 24/7: Transaksi dapat dilakukan kapan saja dan di mana saja melalui aplikasi mobile atau situs web. 3.Banyak pilihan aset 4.Terdapat dua mode akun, yaitu Indodax Pro dan Indodax Lite. 5.Indodax Academy: Platform edukasi blockchain yang menyediakan berbagai kursus, webinar, artikel, dan konten edukatif lainnya. 6.Transaksi mulai dari Rp10.000 7.Volume transaksi besar. Terimakasih indodax 🙏🏻. Username indodax: AchmadFirdausMaulana #AsetMasaDepan",5,2024-11-23 16:23:32,Achmad Firdaus Maulana
Mudah dan praktis dalam membeli koin crypto dan koin yang lainnya.. Sangat membantu,5,2024-11-23 16:23:02,Oh Yen Min Channel
"Indodax adalah pilihan yang sangat baik bagi siapa saja yang ingin memulai investasi di dunia cryptocurrency. Platform ini menawarkan keamanan tinggi, kemudahan penggunaan, dan dukungan yang baik bagi penggunanya. keuntungan dan kenyamanan yang diberikan sangat sebanding. Saya merekomendasikan Indodax bagi investor crypto pemula maupun berpengalaman. username : Agus_Zulfikar #AsetMasaDepan",5,2024-11-23 16:22:53,Bang Athif
"Bagus, transaksinya cepet di proses",5,2024-11-23 16:21:55,Fian Dy
aplikasi yang sangatt baguss untuk para pemula atau profesional yang ingin bermain Kripto,5,2024-11-23 16:21:33,Andi Ardiansyah
"Sangat di sarankan bagi yang baru bergabung dan mau berinvestasi crypto, di dalam aplikasi ada fitur indodax pro dan indodax lite, lite lebih simpel dan mudah di gunakan, sedangkan indodax pro lebih banyak fitur yang terbuka.",5,2024-11-23 16:21:28,Brïñğķäđ Ğämïñğ
Semangat untuk masa depan yang cerah👍,5,2024-11-23 16:21:27,herry sabarjah
Good application.,5,2024-11-23 16:21:20,Michael Febrian
"Simple, sat set, bagi pemula nyaman banget, oke lah semuanya",5,2024-11-23 16:20:17,JenH gaming
Sangat mudah di pahami terpercaya dan memuaskan,5,2024-11-23 16:20:11,Joni Ferdiansyah
Selama pakai indodax enaknya sangat liquid dan apalagi akan ada saham luar. Jd kita g perlu repot buka akun lain untuk saham luar. Di kala crypto down kita masih bisa beli saham US. Top.,5,2024-11-23 16:20:06,Agung Tuna Katsu Bali
Nice experience,5,2024-11-23 16:20:04,Joko Supriyanto
Bagus cocok untuk pemula maupun profesional semoga selalu bagus indodax,5,2024-11-23 16:19:37,Eyes Day
"Indodax adalah aplikasi pilihan yg tepat buat tua maupun muda ,yg bljar trading,candle nya pun mudah di lihat langsung di aplikasi indodax,aplgi investasi ini sngat menguntung kan,karna pasar saham sedang naik² nya terus menerus,mulai dari skrang dwoanload apk indodax,dan rasakan keseruan nya dlam diri anda,di tunggu di puncak ke suksesan username gusti ahmad riani #Asetmasadepan",5,2024-11-23 16:19:12,Mkn Lagi
Mempermudah jual dan beli kripto 👍🏻👍🏻,5,2024-11-23 16:18:49,Deden Firmansah
Kredibel dan dana minim pun bisa,5,2024-11-23 16:18:38,Rio Hamdani
"Kalau lagi ngomongin kripto, rasanya nggak lengkap kalau belum kenal Indodax. Sebagai exchange terbesar di Indonesia, Indodax itu ibarat ""rumah nyaman"" buat para trader kripto, dari yang masih pemula sampai yang udah pro. Kenapa Indodax Itu Seru? 1. Mudah Banget Dipakai Antarmukanya tuh simpel dan jelas, cocok banget buat yang baru mau belajar kripto. Mau beli Bitcoin? Tinggal klik-klik, selesai! 2. Banyak Pilihan Aset Dari Bitcoin, Ethereum, sampai token baru yang kekinian.",5,2024-11-23 16:18:34,Ganni Akbar
"Indodax adalah pilihan yang solid bagi investor dan trader kripto di Indonesia, terutama bagi mereka yang baru memulai dan mencari platform yang terpercaya dan mudah digunakan. Meskipun ada beberapa kelemahan terkait biaya dan kinerja, Indodax tetap menjadi pilihan utama karena keamanannya dan dukungan regulasi yang jelas.",5,2024-11-23 16:18:18,Aldi Nahriz
"aplikasi yang cukup memuaskan tampilan sederhana mudah di pahami dan aman digunakan, jadi tidak takut lagi untuk orang awam yang ingin mencoba di dunia crypto. sejauh ini saya memakai indodax cukup baik fitur²nya lengkap pokonya terbaik untuk indodax. username : Dede6517 #AsetMasaDepan",5,2024-11-23 16:18:03,Tanpa Nama
Keren aplikasi nya menjadi sarana mudah memiliki coin crypto🧡🧡,5,2024-11-23 16:18:00,Ahmad Denny Sanjaya
mantapp,5,2024-11-23 16:18:00,Muhammad
Sangat bagus dan mudah di digunakan. Sangat membantu untuk pemula,5,2024-11-23 16:17:49,via w
Sangat membantu,5,2024-11-23 16:17:38,sayyed Assiry
"Ramah untuk pemula,mudah dipahami versi lite nya",5,2024-11-23 16:17:37,Jancoxx Gaul
👍,5,2024-11-23 16:17:34,Doni Oktafiyanto
Terbaik indodax bursa besar,5,2024-11-23 16:17:14,Elis Liswara
Indodax cara aman mudah dan cepat untuk menghasilkan rupiah dengan berinvestasi membangun aset digital di masa yang akan datang terpercaya memberikan manfaat begitu besar bagi para pengguna nya akses mudah dan ga ribet 👍 #IndodaxAsetMasaDepan @gEsandyra,5,2024-11-23 16:17:09,gEsan .business00
"Indodax adalah platform trading crypto terbaik di Indonesia yang sangat aman, mudah digunakan, dan cocok untuk pemula maupun profesional. Dengan pilihan aset yang beragam, proses transaksi cepat, serta layanan pelanggan yang responsif, Indodax memastikan pengalaman trading yang nyaman. Ditambah fitur edukasi yang informatif, platform ini membantu pengguna memahami dunia cryptocurrency dengan lebih baik. Saya sangat merekomendasikan Indodax untuk siapa saja yang ingin berinvestasi.",5,2024-11-23 16:17:01,Atho' ur rohim
"Aplikasi inves atau trading yang sangat sangat terpercaya, ada inves untuk daerah Amerika pula , aplikasi nya ringan, terus mudah di mengerti juga",5,2024-11-23 16:16:52,Hadi Hardiansyah
Aplikasinya mudah untuk di mengerti dan jual beli sangat cepat di Indodax.,5,2024-11-23 16:16:09,Alain Delon Sianturi
"Indodax adalah platform perdagangan kripto terbesar di Indonesia dengan keunggulan seperti antarmuka yang ramah pengguna, dukungan transaksi Rupiah, keamanan tinggi melalui autentikasi dua faktor, dan biaya transaksi yang kompetitif. Platform ini cocok untuk pemula dan investor lokal, meskipun fitur analitik untuk trader profesional masih terbatas. Indodax menjadi pilihan andal untuk berinvestasi di dunia aset digital. Nilai dari saya 85/100",5,2024-11-23 16:15:53,GASRUK 01
mantap,5,2024-11-23 16:15:49,Muhammad Sobur
Sangat sangat bagus,5,2024-11-23 16:15:34,Hendru Pratama
Bagus,4,2024-11-23 16:14:18,Pandang Nainggolan17
mantappp,5,2024-11-23 16:13:39,Albani Yasiz
"apk termantap untuk trading dan investasi crypto udah coba beberapa apk yang lain tapi indodax juaranya, pokoknya mantap !!!!",5,2024-11-23 16:13:24,fahrul muhamad hasby
"Bagus, saya udah pake 2 tahun",5,2024-11-23 16:13:00,alit aji
"Saya suka dengan aplikasi ini, mudah dipahami, aman, ringan tidak memakan banyak penyimpanan. Untuk pemula wajib pakai aplikasi ini.",5,2024-11-23 16:12:47,BAYU SETYA SARAGIH
"Fitur aplikasinya lengkap, semua jenis koin ada.. Aman dan amanah.. Depo dan WD super cepat.. Bagus dan ringan.. Terimakasih Indodax",5,2024-11-23 16:12:47,Oen Limeng
"Apps nya sangat mudah untuk dimengerti dari awal registrasi hingga penarikan, dan yg pasti aman, tingkatkan terus indodax jaya jaya jaya",5,2024-11-23 16:12:23,harto to
Semoga Indodax semakin maju,5,2024-11-23 16:12:00,Erfan Chandra
Bagus..simple cara penggunaan ny .. mudahan untuk saham us ny juga cepat rilis...,5,2024-11-23 16:11:35,FEBRI FRANDIKO
"Indodax emang mantul sangat membantu dan fitur""ya mundah dipahami khusus ya buat tranding pemula",5,2024-11-23 16:11:32,Indah Basuri
"indodax sangat mudah di gunakan, baik bagi pemula maupun yg sudah pro, tinggkatkan lagi indodax, INGAT TRADING INGAT INDODAX user : @Arka_hidayat07 #asetmasadepan",5,2024-11-23 16:11:09,Toni Hidayat
aplikasi terbaik dalam mengelola aset crypto,5,2024-11-23 16:11:04,alim surasman
Pengalaman biar tidak menanam sembarangan,5,2024-11-23 16:10:57,fahmi husaini
"Mudah di operasikan, mudah untuk transaksi & lihat trend coin ... Totally recommended",5,2024-11-23 16:10:44,Khairudin Ali
Aplikasi yg bagus untuk trading..,5,2024-11-23 16:10:38,Charles Soeradi
Sangat bagus dan sangat mudah penggunaannya,5,2024-11-23 16:10:27,Achmad Djailani
"Indodax aplikasi yg sangat bagus bagi pemula maupun profesional karna bnyk pilihan coin cripto yg bisa di jadikan aset, proses dopisit maupun penarikan begitu cepat dan fitur-fitur yang mudah di pahami,,sukses selalu untuk indodax @auliam",5,2024-11-23 16:10:15,exsosis 112
mantap,5,2024-11-23 16:10:10,Nur Rahman
good,5,2024-11-23 16:09:26,Sultan Nurhidayat
"Indodax, bru belajar main tp keliatanya cocok dengan saya, semoga makin lancar selalu, serta makin sukses kedepan.",5,2024-11-23 16:09:25,andi vlorenn
"Indodax paling the best, jual beli kripto yang paling mudah, cepat dan aman.",5,2024-11-23 16:09:12,Beny Tunabenany
"Selama saya pakai indodax lebih mudah deposit dan penarikan aman,jadi gak takut kehilangan ,pemberitahuan deposit juga cepat masuk melalui EMAIL...maju terus indodax",5,2024-11-23 16:09:06,Bass Asri Asri
Aplikasi Indodax sangat User-friendly dan memungkinkan saya untuk trending dengan aman dan cepat. Saya suka dengan berbagai pilihan metode pembayaran dan proses verifikasinya yang transparan👍👍,5,2024-11-23 16:08:51,Azalea Cell
"Best apk KRIPTO for me 😎 Banyak info seputar dunia kripto, seperti perdagangan, koin baru, news update dan lainnyaaaaaaaaaaa",5,2024-11-23 16:08:46,Pyo Not Minion
Kerenn mantap,5,2024-11-23 16:08:43,Pebriansah 77
"Saya Uda pengguna setia indodax , aplikasi nya bagus, inovatif, simple, file nya juga tidak berat, trading nya tidak lag... Keep improve !",5,2024-11-23 16:08:41,Boston.timur1.20
Aplikasi indodax sangat membatu... aplikasi juga ringan...cs nya sangat fast respon...maju terus indodax semoga kedepannya lebih maju lagi..,5,2024-11-23 16:08:38,Imam Nurdin
Tool dan graphics chart yang gampang dipahami pemula,5,2024-11-23 16:08:29,Hamzah Belangerhanz
Saya merasa senang menggunakan aplikasi ini karena fitur-fitur mudah dipahami dan banyak fitur yang tersedia,5,2024-11-23 16:08:08,Sidiq Ismunandar
Nabung sambil belajar invest,5,2024-11-23 16:07:52,Syahreza Kurniawan
apk bagus cepet dalam deposit dan witdraw nya,5,2024-11-23 16:07:52,Hoppe Alli
"Platform pertama saya Di Indodax Dan Pelayanan Terbaik Nyaman dan enak bertransaksi di Platform indodax Terbaik yg pernah saya kenal dan saya banyak mereferensikan Member menjadi User indodax , terimakasih Flatfom Terbaik Di Dunia Cryptocurrency Yang terbesar di Indonesia saya sudah lama memakai Flatfom indodax selama bermain Crypto",5,2024-11-23 16:07:46,Iert Iera
INDODAX Adalah Perusahaan Tempat Transaksi Jual dan Beli Coin Crypto yg Aman Menurut Saya Asal Kita Sabar Tidak Ada Uang yg Hilang Hanya Saja Nilai Nya Bisa Naik dan Turun Namun Jika Kita Sabar Nilai Nya Bisa Naik Dengan Membeli Coin Yg Fundamental nya Baik Salam Akal Sehat Terima Kasih Review Bintang 5 dapat Hadiah Rp. 3000000 apakah Benar Adanya ???,5,2024-11-23 16:07:24,Gus Ratno Adji
Mantappp,5,2024-11-23 16:07:24,Pratiwi Maria
Aplikasi nya mudah di gunakan untuk pemula seperti saya,5,2024-11-23 16:07:04,Riva Maesya
Pelayanan dan keamanan sangat kuat serta tanggung jawabnya kepada customer juga sangat tinggi dan patut diberi bintang 5 dan juga koin-koin cryptocurrency pun lengkap ada di aplikasi indodax tersebut.,5,2024-11-23 16:07:04,wahyu saragih
"Apk trusted, sangat bermanfaat",5,2024-11-23 16:06:55,Robbyanto
apk nya baguss dan fiturnya juga mudah d fahami,5,2024-11-23 16:06:52,Alfa Rahma
"This is the best local exchange application in Indonesia, an innovation to keep up with the development of the technological era so as not to be left behind. Hopefully it will be more advanced and successful in making the nation proud.",5,2024-11-23 16:06:49,syahrul aja
"Indodax sangat bagus mudah di akses dan mudah di pahami,.. Sangat terpercaya untuk setiap investasi👍👍",5,2024-11-23 16:06:48,Hendri Prasetyo
Bagus,5,2024-11-23 16:06:47,Sharul Mubarok
Very good,5,2024-11-23 16:06:43,Farr Five
Terpercaya,5,2024-11-23 16:06:43,Andi Tenri Mappasomba
Potongan harga jual terlalu tinggi . Apk pemasaran mantap bukan kaleng-kaleng,5,2024-11-23 16:06:39,Harun Said
"Terimakasih telah memberikan edukasi terkait dunia crypto, dan terimakasih telah bertahan dari banyaknya pesimisme masyarakat terkait crypto, terimakasih telah mengubah paradigma bahwa untuk bebas finansial semua org bisa. Sukses selalu indodaxku dan tim 🫡",5,2024-11-23 16:06:12,Rahimin Limehuwey
Sudah 5 tahun bersama mu.. Sejak pertama kali mengenal crypto.. Masih disini dan tetap mengupdate dirimu..,5,2024-11-23 16:06:02,Pharechu
Aplikasi terbaik untuk kita belajar investasi dan mempermudah kan kita untuk bangkit di masa depan dan fitur fitur nya mudah di paham i.,5,2024-11-23 16:06:01,Bayu aji Saputra
Pengalaman trading yg memuaskan dan mantap aman amanah,5,2024-11-23 16:05:58,sukran ep
good,5,2024-11-23 16:05:55,N__ Besarr
"Saya ikut indodax awal nya iseng2 karna saya juga ga terlalu faham, tapi setelah gabung ternyata mudah dan juga cs ramah, penarikan juga mudah",5,2024-11-23 16:05:54,marini djoko
The best aplication in the investment and trading,5,2024-11-23 16:05:52,Disky Pctures
"Kerennn, sangat penting untuk masa depan,buat investasi jangka panjang,syarat"" penggunaan akun sangat gampang",5,2024-11-23 16:05:46,Raena Hasnulah
"Indodax adalah platform yang sangat inovatif dan terpercaya dalam memudahkan transaksi kripto di Indonesia. Dengan antarmuka yang user-friendly, berbagai pilihan aset digital, serta sistem keamanan yang solid, Indodax memudahkan penggunanya untuk berinvestasi dengan nyaman dan aman.",5,2024-11-23 16:05:43,Muhammad Mahdi Ali
"Selama pakai indodax transaksi pembelian dan penjualan Crypto aman dan lancar,, keamanan sangat terjamin, Terimakasih",5,2024-11-23 16:05:36,Ahmad Ridho
Sejauh ini bagus sih,5,2024-11-23 16:05:32,KANG bubur
Mantap,5,2024-11-23 16:05:23,arif farhan
Aplikasinya bagus Buat pemula seperti saya,5,2024-11-23 16:05:14,Rikardo Tubani
aplikasi sangat bagus dan nyaman d pakai.,5,2024-11-23 16:05:14,BISMIANDA PUTRA
Sangat membantu dan mempermudah kita dalam dunia kripto. Ini adalah platform exchange unggulan,5,2024-11-23 16:05:08,Boedoet 46
Good application,5,2024-11-23 16:04:59,irmaniar christy
"Bagus aman, udah hampir 4 tahun menggunakan aplikasi indodax, keren terpercaya 👍",5,2024-11-23 16:04:50,Fitri Rahmadani
"Ok,, investasi yg menarik dan belajar dr kecil dulu",5,2024-11-23 16:04:46,Rachmat S
Crypto yg nggak rumit dan menghasilkan,5,2024-11-23 16:04:42,Ziwanzee 86
Aplikasi kripto terbaik dan terpercaya,5,2024-11-23 16:04:40,Alam Rz
Aplikasinya keren. Sekarang lebih gampang trading spot. Juga ada sistem staking. Mantaplah,5,2024-11-23 16:04:37,Irfan Sam
Indodax sangat luar biasa...,5,2024-11-23 16:04:35,Prediksi Jitu
Aplikasi paling mudah digunakan dan terpercaya!,5,2024-11-23 16:04:34,Riski Subki
guud,5,2024-11-23 16:04:27,Dimas Agung Nugroho
Aplikasi yang sangat bermanfaat untuk mengelola saham dan lain lain,5,2024-11-23 16:04:22,AKBAR DS
"Mantap, mempermudah transaksi. Thank indodax",5,2024-11-23 16:04:16,Adi Septiadi
terimakasih indodax suda memberikan aplikasih yg sangat baik.,5,2024-11-23 16:04:16,Perdi Dwi putra
aplikasi paling simple dn gk ribet seperti yg lain...ini ajh dh pokoknya,5,2024-11-23 16:04:15,Fahrul roji
Aplikasi indodax sangat bagus dan mudah dimengerti. Untuk beli kripto pun ga ribet bisa pake rupiah. Dan untuk top up saldonya pun fiturnya lengkap mau pake apk dompet digital pun bisa. Dan juga ada fitur lite dan pronya untuk fitur Lite nya lebih gampang dimengerti dan untuk fitur pronya juga mudah dimengerti dan untuk fitur pro juga menyediakan bagi yang mau beli kripto dengan USD #asetmasadepan username: Rizky_triyanto,5,2024-11-23 16:04:10,kanginan 0
Nice apk,5,2024-11-23 16:04:09,ikhsan dwi Kurniyawan
Mudah banget di pakainya,5,2024-11-23 16:04:08,Rudianto
Indodax emang keren,5,2024-11-23 16:04:05,Okki Surya
Oke Sangat memuaskan,5,2024-11-23 16:04:05,Anugrahmz Mz
penyimpanan/dompet crypto yang paling bagus dan nyaman cuman di indodax,5,2024-11-23 16:04:02,Giffari Zembar Oktapriandi
Trustworthy CEX in Indonesia Great App dan fixtures yang mudah digunakan Top pokoknya👏👏👏,5,2024-11-23 16:04:02,Eka Jaya
"setor cepat, withdraw juga cepat cuma 2 menit",5,2024-11-23 16:03:55,Aldy FMA10
Indodax ini gampang di mengerti mudah di mengerti bagi pemula dan pastinya aman,5,2024-11-23 16:03:54,Muhamad Ika
Baguss,5,2024-11-23 16:03:54,niko putra
terbaik di Asia,5,2024-11-23 16:03:54,Rizal Izal
pnl aneh gak akurat,2,2024-11-23 16:03:53,film bajakan
ga ada kata-kata buat aplikasi ini. karena sudah di tampar fakta dengan kepercayaan dan kegokilan aplikasi indondax ini. kerenn,5,2024-11-23 16:03:51,Bagus Sumantri
Nice,5,2024-11-23 16:03:50,Ibnu Arif
Top,5,2024-11-23 16:03:50,Surkayadi Prayoga
Sangat mudah digunakan,5,2024-11-23 16:03:49,Dikky Manik
Mantap poll,5,2024-11-23 16:03:47,Sky Poke
"Apk trading yang sangat membantu, pemakaian gampang dan mudah diplikasikan",5,2024-11-23 16:03:40,Gerry SuryaD
Oke,5,2024-11-23 16:03:35,gold betta
Sangatt baguss sekali,5,2024-11-23 16:03:30,Vinn Elevenn
"Aplikasinya lancar.keamanan tinggi.pembeliannya juga gampang,",5,2024-11-23 16:03:25,Ibnul Qayyim
"raffa2015#indodaxindonesia Sejak awal mengenal bitcoin sampai sekarang saya selalu menggunakan indodax karena keamanan yang sangat terjamin kerahasiahanya, pelayanan yang nyaman, mudahan dalam penggunaannya, tampilan yang menarik dan banyak lagi.... pokonya saya rekomendasikan indodax ini.. Terimakasih banyak indodax. raffa2015#indodaxindonesiaemas",5,2024-11-23 16:03:22,TASIK SELATAN
Aplikasi gak jelas Chat Room gak chat di banned banyak share groub WhatsApp dan telegram spam di Chat Room gak di baned adminnya goobloknya banget,1,2024-11-23 16:03:21,Syahiba Saufa
Dompet crypto masa depan,5,2024-11-23 16:03:16,Bang Brew
Apk keren cuan banget,5,2024-11-23 16:03:02,Muhafiz Arraiyan
"Sungguh sangat terbaik indodax,,",5,2024-11-23 16:02:55,dendi pertamax
"Aplikasi kripto yang sangat rekomended, apalagi buat pemula",5,2024-11-23 16:02:42,Hi Zayn
Aplikasi mudah dipahami bagi pemula,5,2024-11-23 16:02:41,ahmad septiyanto
Thanks you,5,2024-11-23 16:02:39,zeri afdanil
"Udah bertahun tahun di Indodax , transaksi lancar, berita terupdate,. Semakin cuan dan cuan , cuan terus,",5,2024-11-23 16:02:38,Tyo Praze
Good,5,2024-11-23 16:02:27,New New
Sangat bagus,5,2024-11-23 16:02:21,Ahmad Albi Bakhoro
Mudah dipahami oleh pemula,5,2024-11-23 16:02:09,Risal Prayogi
Mantap,5,2024-11-23 16:01:55,Kevin Sabrian
Sangat bagus membatu investasi jangka panjang,5,2024-11-23 16:01:40,Joan Nikola
Good,5,2024-11-23 16:01:30,Wildan Mukhaladun
"Indodax semakin terdepan, fitur semakin canggih dan sangat mudah digunakan. Sukses selalu indodax, terus berkarya dan terus berkembang jd lebih baik 🌟🌟🌟🌟🌟",5,2024-11-23 15:56:13,HERDI MASTER
"Baguss, mudah dipahami tidak ribet dan sangat mudah dipahami",5,2024-11-23 15:55:12,Vixoh Putra
"Gokil banget sih ini, serius!! Fitur lengkap",5,2024-11-23 15:48:28,genta gilang
Aplikasinya memudahkan kita untuk investasi crypto,5,2024-11-23 15:39:19,Bangmaroef
"aplikasi yang dapat memudahkan dalam pengembangan finansial diri, serta aman dan terpercaya.. thank you!",5,2024-11-23 15:06:39,Zufar Aushaf
"Mudah banget mengunakanya, apalagi semejak ada indodax mode lite. ☺",5,2024-11-23 14:54:21,Isti Haroh
"Indodax aplikasinya bagus dan mudah untuk yang baru mulai di crypto currency, ada tempat chatroom juga buat sharing",5,2024-11-23 14:43:50,Yulio Annafie
bolehh,5,2024-11-23 14:42:05,Yuriko Rahmat Riwandra
Aplikasi paling aman nomor 1 di Indonesia,5,2024-11-23 14:29:10,eco
Aplikasi Ringan. Cepat. Mudah Dipahami,5,2024-11-23 14:23:28,MAYCHEL LIM
Good,5,2024-11-23 14:21:32,Aditya Wahyu B. P
"Untuk pemula, sangat mudah di fahami dan UI nya keren. Admin supportnya juga bagus detail dalam penjelasan. Keren deh pokoknya",5,2024-11-23 14:05:33,Mhd Rusdi
"Apk mudah dipahami, terbaik lah pokoknya sukses selalu indodax",5,2024-11-23 13:51:20,OMM_DuDa Tv9
aplikasi yan sangat bagus san mudah di mengerti sekali,5,2024-11-23 13:49:22,Yoga Pratama
"Indodax adalah aplikasi yang sangat simpel dan sangat mudah dipahami untuk pemula seperti saya, selain itu Indodax juga banyak memperjual belikan aset kripto dari seluruh dunia yang Transaksi nya bisa di beli mulai dari 10 Ribu rupiah dengan Aman dikarenakan Indodax sudah Terdaftar di Badan Pengawas Perdagangan Berjangka Komoditi (BAPPEBTI) dan juga telah memiliki 3 sertifikat ISO yang Menjadikan Indodax sebagai Perusahaan yang Terpercaya. Salam saya @Ayu_Mayang_Sari #AsetMasaDepan",5,2024-11-23 13:48:12,Yusuf fahlevi
Good,5,2024-11-23 13:30:15,GembeL Kraton
"pengalaman pertama menggunakan app indodax,fiturnya menarik,mudah di pahami dan lumayan komplit jg fitur2nya,smoga indodax bisa lebih berkembang lg dan peminatnya bisa lebih bnyk lg buat cari cuan.😍🤗👍",5,2024-11-23 13:30:01,nicolas vegas
"Saya sebagai pengguna indodax merasa sangat puas ,semua pitur seperti deposit dan whitdraw prosesnya sangat cepat ,selain itu untuk all coin mau buy /sel sangat mudah dipahami ,untuk pemula juga yang ingin belajar mengenai crypto indodax paling tepat !!",5,2024-11-23 13:26:10,Gungun gunawan
"Tampilan menarik, simple, depo dan wd lancar.",5,2024-11-23 13:24:28,Anas Sidiq
Ringan dan mudah dipahami,5,2024-11-23 13:12:39,Romdhon M
"Sangat mudah untuk transaksi apalagi untuk pemula yang hanya tau jual dan beli tanpa tau apa itu market. Proses top up jual/belinya cepat. Hanya jika ingin transfer ke jaringan yg berbeda agak lebih susah.tapi over all legit baget mudah di gunakan keaman,a berlapis mantul @adi_karsana #AsetMasaDepan",5,2024-11-23 13:12:11,ahmad adi karsana
Cara registrasi nya gimana y? Ko saya coba berulang2 untuk registrasi ga bisa,5,2024-11-23 13:02:02,Teddy Purnomo
Bagus buat belajar trading,4,2024-11-23 12:35:17,Nasrul Mohamad
Mantab,5,2024-11-23 12:25:39,stefanus zas
"Berusaha itu lebih baik untuk bisa berubah , dari semua system app cuma Indodax yang terpercaya , menerobos masa depan di kalangan investasi bisnis .",5,2024-11-23 12:04:28,Fadell Adipasha
Sangat bagus dan mudah dipahamin untuk design UI nya dan semoga selalu berkembang dan menjadi aplikasi yang baik dalam penggunaan untuk menanam berbagai saham,5,2024-11-23 12:00:20,Xenzy
Secara keamanan bagus dan ada f2p,5,2024-11-23 11:57:46,Albertus Hanung
Indodax sekarang lemot. Keluar sendiri. Tidak seperti tahun tahun sebelumnya. Makin kesini makin buruk.,1,2024-11-23 11:56:18,Cari gratisan
"Aplikasi nya Mudah Di Pahami, Fitur sudah Lengkap, Namun Bisa Ditambah dengan Analisa Pasar Sebelum Trading. Semoga Semakin Jaya Selalu Indodax Dan Semakin Maju Kedepannya Aplikasi Indodax. Jaya.. Jaya... Dan Semakin Sukses rachmant019 #AsetMasaDepan",5,2024-11-23 11:53:48,Kang Rachman
Aplikasi yang bagus untuk mereka yg mau mencoba alternatif kripto,5,2024-11-23 11:51:38,Rivai G B
Mantep banget sih nih aplikasi nya bisa buat trading untuk pemula,5,2024-11-23 11:46:22,Enru Ini
"Pelanggan lama indodax sejak 2018 sampai sekarang tetap the best pelayanan nya dan profesional...,..",5,2024-11-23 11:24:51,Yoni Adhe
Good App,5,2024-11-23 11:23:20,Amin Sujatmiko
Bagus,5,2024-11-23 11:10:04,Ichlashul Aula
"Aplikasi ternyaman dari awal kenal crypto, Pelayanan sangat memuaskan & Fast respon",5,2024-11-23 11:08:37,zulkarnaini putra
Mantap dan mudah di pahami,5,2024-11-23 11:07:01,renaldialhasani
"Hati2 kawan sama aplikasi ini,... system makin jelek di tahun 2024",1,2024-11-23 11:03:05,Ibf Trader
Sukses terus indodax,5,2024-11-23 10:58:03,Wendy Hadiprana
Baru download sih,5,2024-11-23 10:50:30,Ariz Aryansyah
Nabung disini aja. Luar biasa,5,2024-11-23 10:47:39,SAMAR M
"Aplikasi mantappp, sangat mudah di pahami, dan proses yang cepat",5,2024-11-23 10:28:47,Saepudin Juhri
"Indodax So far ok, Fitur mudah. Terima kasih indodax.",5,2024-11-23 10:17:07,Ayam Ny.sunarti
Easy to gain money,5,2024-11-23 10:14:29,ESgrim
Bagus aman dan ok,5,2024-11-23 10:08:27,tukang pemalas
Mantab meroker,5,2024-11-23 10:06:35,Karangtaruna Gardabakti
Indodax aplikasi yang sangat bagus buat beli aset kripto dan tampilan UI sangat menarik dan user friendly.,5,2024-11-23 10:00:23,Mandala Putra Tan
"Saya demen bingit pakai INDODAX untuk belanja investasi Kripto.Sejak 2013 aman tentrem dan mudah serta sat set dalam layanannya ...Makasih INDODAX , jaya selalu di darat ,laut dan udara ..Josss Mantap Surantab Tiada Tara ..!!! INDODAX yang tercantik di Asia Pasifik dan di manapun",5,2024-11-23 09:58:33,MasDab Mawon
"Sebagai pemula, saya menyukai aplikasi Indodax karena keren dan mudah dipahami..ada fitur lite dan pro. Tutorialnya juga mudah dipelajari.",5,2024-11-23 09:53:58,Yudhistira Aditya
Sangat rekomended untuk cuan,5,2024-11-23 09:53:40,Yondi Purnama
"Aman, baguss, aplikasi pun ringan kali",5,2024-11-23 09:26:46,Dimass Reky
Bagus kerenn aplikasi sangat ok,5,2024-11-23 09:20:17,Ira Purnamasari kireii
"Udah pake indodax sejak 2022, aplikasi yang sangat rekomended untuk trader pemula. Bagi yang mau jual beli asset crypto, indodax sangat memudahkan dengan fitur lite yang friendly. Pilihan asset juga lengkap dan variatif",5,2024-11-23 09:15:39,Devata Realms
